"","ensembl_gene_id","entrezgene_id","gene_biotype","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"56","ENSG00000015171",10771,"protein_coding","ZMYND11",5989.26496603695,-0.795895454868906,0.229905152377979,-3.4618426191702,0.000536490775496017,0.00714209334638535
"4975","ENSG00000243660",642819,"protein_coding","ZNF487",223.542790349275,-0.795601617666261,0.212689246896858,-3.74067626489873,0.000183525785996105,0.00343715839433493
"252","ENSG00000083750",10325,"protein_coding","RRAGB",814.973001489112,-0.794339902131729,0.188654231892847,-4.21055967927029,2.54738817462832e-05,0.000879710640991662
"1062","ENSG00000134049",51124,"protein_coding","IER3IP1",1881.83508788806,-0.793258161085206,0.278284044166965,-2.85053411330068,0.0043645868229679,0.0285850635596269
"2232","ENSG00000174327",201232,"protein_coding","SLC16A13",257.045125475748,-0.792965529425762,0.305963981103575,-2.59169568445812,0.00955042099079274,0.047703456696906
"1928","ENSG00000166562",90701,"protein_coding","SEC11C",2253.16042680924,-0.79242002331396,0.255985855191784,-3.09556175563014,0.00196440461536278,0.0168658167690433
"25","ENSG00000006757",8228,"protein_coding","PNPLA4",1330.00300856915,-0.790433902637386,0.304212029779571,-2.59829929542933,0.00936867955858359,0.0471307725089014
"3073","ENSG00000204934",401431,"lncRNA","ATP6V0E2-AS1",114.131294188635,-0.783734145771229,0.299781400117999,-2.61435214280385,0.00893968446236451,0.0458387948860089
"87","ENSG00000033327",9846,"protein_coding","GAB2",2240.11540371892,-0.783691178370471,0.266365445788078,-2.9421653249798,0.00325925872799776,0.0235681381696334
"834","ENSG00000123983",2181,"protein_coding","ACSL3",8253.41711583862,-0.783217723869953,0.254793169528176,-3.07393532299281,0.00211255226233953,0.0177053356723562
"670","ENSG00000115109",57669,"protein_coding","EPB41L5",1596.23037927183,-0.782826513293497,0.2900960114041,-2.69850836453946,0.00696509875354832,0.0387421271465469
"753","ENSG00000119431",81932,"protein_coding","HDHD3",1225.78640797251,-0.782464291070924,0.237207087420368,-3.29865477284106,0.000971493078479616,0.0106064386435123
"557","ENSG00000109501",7466,"protein_coding","WFS1",2867.10487451497,-0.781789134948512,0.303729225931422,-2.57396742954539,0.0100539737301671,0.0493715299332483
"2864","ENSG00000198642",55958,"protein_coding","KLHL9",3352.08899520345,-0.781487967313146,0.288253325614399,-2.71111518192353,0.00670573277294684,0.0378188307228008
"481","ENSG00000106049",11112,"protein_coding","HIBADH",3229.11602621862,-0.777536710936526,0.226711260052778,-3.4296342879287,0.000604395271303979,0.00776317704216783
"2063","ENSG00000170088",201931,"protein_coding","TMEM192",1650.76215376977,-0.775050785953116,0.229996986636829,-3.36983017597939,0.000752145223919988,0.00897133013242848
"3850","ENSG00000227500",113178,"protein_coding","SCAMP4",3869.28527056366,-0.774919073925695,0.225626113464736,-3.4345274224954,0.000593588009523855,0.00767729136094339
"2888","ENSG00000198919",9666,"protein_coding","DZIP3",1117.25042427856,-0.774530134740862,0.279627570723095,-2.76986326040021,0.00560798305464797,0.033716121441647
"2867","ENSG00000198680",286319,"protein_coding","TUSC1",886.03938248817,-0.771569116177304,0.257254815313437,-2.99924071484233,0.00270653380694351,0.0207768567602656
"708","ENSG00000116977",3964,"protein_coding","LGALS8",3444.72080526757,-0.769636660136427,0.293718745895268,-2.62031848798257,0.00878476814715208,0.0453125734633418
"2488","ENSG00000182919",28970,"protein_coding","C11orf54",724.219294823811,-0.768098307659368,0.195050057956849,-3.93795477789243,8.21790771582866e-05,0.00195166142324543
"1069","ENSG00000134253",80263,"protein_coding","TRIM45",652.464609004911,-0.766867721749183,0.2752077226415,-2.78650509654537,0.00532797802656223,0.0326203126253308
"2814","ENSG00000197375",6584,"protein_coding","SLC22A5",1168.18843204754,-0.766653824418402,0.289031604584428,-2.65249132710142,0.007990018055472,0.0424834550204049
"2087","ENSG00000170540",23204,"protein_coding","ARL6IP1",13225.1242449387,-0.766254876056773,0.276869623291363,-2.76756571178777,0.00564766586770862,0.0338714510804054
"2782","ENSG00000196678",112479,"protein_coding","ERI2",809.989045103552,-0.766213601166736,0.290805600536191,-2.63479657803694,0.00841877204907949,0.0440404722859469
"1090","ENSG00000134759",55250,"protein_coding","ELP2",4896.72342907266,-0.765310429818948,0.25513431812335,-2.99963734964475,0.00270301223519329,0.0207583763206456
"553","ENSG00000109270",8649,"protein_coding","LAMTOR3",2098.75654721077,-0.765275835308848,0.168949135827742,-4.52962266755309,5.90891199550698e-06,0.0003081191012628
"1315","ENSG00000143303",51093,"protein_coding","METTL25B",1540.97014186183,-0.764828775906679,0.262612540625329,-2.91238481637427,0.00358680457324556,0.0250424418227986
"1590","ENSG00000156136",1633,"protein_coding","DCK",1220.76053984482,-0.76411648273665,0.267853326288597,-2.85274218291155,0.00433437709574859,0.0284812993513674
"768","ENSG00000119899",26503,"protein_coding","SLC17A5",1829.15355380904,-0.763443693934745,0.287912392977105,-2.6516527685401,0.0080098868456952,0.042552666615953
"1676","ENSG00000160190",54020,"protein_coding","SLC37A1",1588.15607635106,-0.762349799534056,0.254375311521791,-2.99694885865034,0.00272696456581235,0.0208906565894942
"1453","ENSG00000148672",2746,"protein_coding","GLUD1",8068.61084676859,-0.762038713281637,0.204449529679098,-3.72727056148148,0.000193564633901815,0.00356706497945075
"2174","ENSG00000172466",7572,"protein_coding","ZNF24",6548.65777356867,-0.761724485337548,0.283754237245762,-2.68445149130165,0.00726489249418338,0.0397393458776073
"510","ENSG00000107262",573,"protein_coding","BAG1",3483.10454255125,-0.760052066088088,0.272170175486142,-2.79256191362814,0.00522924592549493,0.032196325458657
"541","ENSG00000108733",5193,"protein_coding","PEX12",434.701032048759,-0.759180636172059,0.226655230772884,-3.34949532637429,0.000809589214928059,0.009400720887083
"5366","ENSG00000251602",100507437,"lncRNA","MTA1-DT",121.603891237128,-0.757115058481476,0.255685405825434,-2.96111956815551,0.00306522914789464,0.0226305861915692
"3529","ENSG00000223891",100505783,"lncRNA","OSER1-DT",676.342953327607,-0.756836597824481,0.20997387954264,-3.60443212971538,0.000312836183403865,0.00494985217239694
"2841","ENSG00000198060",54708,"protein_coding","MARCHF5",2703.26577369147,-0.755261694102493,0.152383926945208,-4.95630811754876,7.18452515231527e-07,6.28426704754863e-05
"1308","ENSG00000143149",223,"protein_coding","ALDH9A1",5619.88421566802,-0.755019581572014,0.247214006477651,-3.05411328560896,0.00225726824714881,0.0184823704473044
"171","ENSG00000070081",4925,"protein_coding","NUCB2",5506.84782398113,-0.750987919608592,0.274710574996328,-2.73374230176116,0.00626190315345962,0.0360635294133249
"2139","ENSG00000171552",598,"protein_coding","BCL2L1",4939.40517770558,-0.750453743543784,0.253233720672882,-2.96348267343587,0.00304179185842121,0.0225280847629326
"336","ENSG00000100105",23598,"protein_coding","PATZ1",3309.30063240172,-0.749741355220859,0.266230216738723,-2.81613922117883,0.00486045991358237,0.0306495606062745
"693","ENSG00000116005",51449,"protein_coding","PCYOX1",7133.546425359,-0.749378152509166,0.247848712930939,-3.0235305386394,0.00249843811062056,0.0196591874616543
"2212","ENSG00000173598",11163,"protein_coding","NUDT4",2417.0100310468,-0.748980208503157,0.251225804824141,-2.98130285233814,0.00287024787673869,0.0216544191907343
"382","ENSG00000101444",191,"protein_coding","AHCY",8580.38042563517,-0.748123761201981,0.240069097433276,-3.11628514123902,0.00183145088010097,0.0160837904063922
"4244","ENSG00000232485",100507554,"lncRNA","RPL37A-DT",45.1556628244952,-0.747883805412098,0.288248409413848,-2.59458085799299,0.0094706334059589,0.0474512225323168
"1286","ENSG00000142188",757,"protein_coding","TMEM50B",2316.41593104505,-0.747204938213276,0.193852533430355,-3.85450179572568,0.000115965532473162,0.00250208898147942
"1320","ENSG00000143363",58497,"protein_coding","PRUNE1",2934.63970195682,-0.746266456254092,0.278059459043647,-2.68383769004222,0.00727824312781781,0.0397890104795698
"181","ENSG00000071553",537,"protein_coding","ATP6AP1",12576.4405709981,-0.74523110088392,0.272854016201695,-2.73124475592487,0.00630955940166943,0.0362707192880294
"396","ENSG00000102221",9767,"protein_coding","JADE3",1344.88046939018,-0.744937398391881,0.242648945092023,-3.07002117033465,0.00214043598243833,0.017882718739376
"243","ENSG00000081177",55218,"protein_coding","EXD2",1993.26575443984,-0.74272057512106,0.193274383410086,-3.8428298774865,0.000121623777474684,0.00258620993254591
"537","ENSG00000108588",57003,"protein_coding","CCDC47",6646.00856860075,-0.742263367356476,0.209748452821114,-3.53882642457212,0.000401910030794291,0.00581365355879537
"3063","ENSG00000204619",6992,"protein_coding","PPP1R11",4105.76510078737,-0.738483963565606,0.257895341529141,-2.86350253241065,0.00418985464831334,0.0278145979343589
"519","ENSG00000107864",22849,"protein_coding","CPEB3",400.195883014419,-0.738460661092888,0.269885678192074,-2.73619803036505,0.00621536101289668,0.0359120455981635
"769","ENSG00000119950",4601,"protein_coding","MXI1",2576.83496480958,-0.738453948987341,0.268690337375324,-2.74834575817224,0.00598968089600491,0.0351507729337276
"2424","ENSG00000181045",284129,"protein_coding","SLC26A11",1118.66368946956,-0.736865517316677,0.205063686010004,-3.5933496156932,0.000326454094066056,0.00509180931481347
"1146","ENSG00000136504",11143,"protein_coding","KAT7",3495.24070007433,-0.736611514942576,0.239558309228046,-3.07487357594164,0.00210591800202742,0.0176656273281282
"535","ENSG00000108468",10951,"protein_coding","CBX1",6680.87298195741,-0.735025435675174,0.280548997955361,-2.6199538798286,0.00879416594222343,0.0453462904829399
"2854","ENSG00000198205",7789,"protein_coding","ZXDA",237.362356257292,-0.732032527337495,0.257767213018788,-2.83989774635977,0.00451279968550544,0.0291330460639819
"3308","ENSG00000214022",29803,"protein_coding","REPIN1",4825.13286444028,-0.731559386903083,0.240358070845111,-3.04362314246775,0.00233747753659996,0.0188648663566792
"1143","ENSG00000136436",10241,"protein_coding","CALCOCO2",6170.24355021392,-0.7302714681538,0.266235886686639,-2.74294903381426,0.00608901353607264,0.0354513784970529
"280","ENSG00000088367",2036,"protein_coding","EPB41L1",4092.71552267434,-0.724055882222497,0.221067787959614,-3.27526632851084,0.00105562403636886,0.0112107031695105
"272","ENSG00000087111",94005,"protein_coding","PIGS",3585.58489638807,-0.723925527148243,0.28138809423667,-2.5726942325405,0.0100910315572624,0.0494492395958328
"1943","ENSG00000166908",79837,"protein_coding","PIP4K2C",3356.69368577544,-0.72288650309058,0.227122585715665,-3.18280324615343,0.00145856691618896,0.0138202784342019
"2725","ENSG00000188938",158293,"protein_coding","FAM120AOS",3099.87524489263,-0.721431440022452,0.197046627691332,-3.66122195784316,0.000251015174914594,0.00426508319547087
"448","ENSG00000105186",84079,"protein_coding","ANKRD27",2753.04318656268,-0.720460529642125,0.245560560000648,-2.93394236289502,0.00334686352257181,0.023950610443263
"1082","ENSG00000134508",91768,"protein_coding","CABLES1",1423.21237586221,-0.719292332970057,0.268552412354189,-2.67840577809219,0.00739735412866307,0.0402195529324291
"1623","ENSG00000157600",84187,"protein_coding","TMEM164",2898.31638868149,-0.718425387521215,0.265380146867529,-2.70715573866885,0.00678624137361797,0.038134357723383
"161","ENSG00000067704",55699,"protein_coding","IARS2",8309.5851040019,-0.715498943331282,0.195509565494571,-3.65966208109213,0.000252548063786759,0.00428331631899054
"1960","ENSG00000167487",55295,"protein_coding","KLHL26",641.84725008714,-0.715467525658852,0.236902509886896,-3.02009263642009,0.00252697383418851,0.0198148356501541
"1314","ENSG00000143252",6391,"protein_coding","SDHC",3763.24966283863,-0.715208751740319,0.218537817437318,-3.27270016753718,0.00106525414432755,0.0112733598199186
"2011","ENSG00000168763",26505,"protein_coding","CNNM3",1680.38198379591,-0.712651784232221,0.218099431151755,-3.26755452991692,0.00108480966187265,0.0113769146131997
"2116","ENSG00000171155",29071,"protein_coding","C1GALT1C1",1362.34946759578,-0.711989859930811,0.236337042904658,-3.01260374243592,0.00259016887131492,0.0201257559557982
"407","ENSG00000102910",83752,"protein_coding","LONP2",6584.13725664958,-0.711830064936356,0.24510400408262,-2.90419598651849,0.00368197595148796,0.025496708400733
"1198","ENSG00000138660",55435,"protein_coding","AP1AR",1694.230502178,-0.711503106945219,0.25674963616421,-2.77119421696146,0.00558511027422283,0.0336399998940794
"144","ENSG00000065154",4942,"protein_coding","OAT",8625.38339678466,-0.711259704704765,0.267571802128871,-2.65820127175508,0.00785589610126575,0.0419980488558629
"1456","ENSG00000148814",80313,"protein_coding","LRRC27",583.771003135097,-0.709968499998183,0.192744415819802,-3.68347117595321,0.000230079311098282,0.00403973685317363
"1988","ENSG00000168216",55788,"protein_coding","LMBRD1",2644.61280174012,-0.709087005249221,0.247087200177231,-2.86978445156449,0.00410751696580836,0.0274340020039346
"1194","ENSG00000138613",83464,"protein_coding","APH1B",976.734791579311,-0.708684345193223,0.263293849860998,-2.6916099467092,0.00711080557122554,0.0392712075285321
"1922","ENSG00000166262",196951,"protein_coding","FAM227B",192.240065817887,-0.707475927238923,0.250900910290242,-2.81974236929039,0.00480622198478797,0.0304470322334528
"522","ENSG00000107929",23185,"protein_coding","LARP4B",4792.29258021308,-0.706287064323844,0.188610932471945,-3.74467723088587,0.000180625835079909,0.00341129238051069
"328","ENSG00000099940",9342,"protein_coding","SNAP29",2448.86756113781,-0.703548243554515,0.201641446653829,-3.48910531653913,0.000484640164818966,0.0066538916070318
"544","ENSG00000108828",10493,"protein_coding","VAT1",11258.0950408987,-0.703398264690701,0.256393699595039,-2.74343037992619,0.00608009394229284,0.0354160482222473
"1901","ENSG00000165678",27069,"protein_coding","GHITM",8231.93333638153,-0.703307825621671,0.196326690392881,-3.58233424204443,0.000340537694048591,0.00522024883482725
"503","ENSG00000106993",55664,"protein_coding","CDC37L1",1294.24732886645,-0.702199537251682,0.228851376449423,-3.06836492812999,0.00215233603962979,0.0179258706993038
"1670","ENSG00000160172",NA,"transcribed_unprocessed_pseudogene","FAM86C2P",222.601530227178,-0.699201357441351,0.245422865107553,-2.84896583346029,0.00438615904729362,0.0286697899395899
"1827","ENSG00000164117",26269,"protein_coding","FBXO8",997.018703987826,-0.698575446831228,0.198938634305425,-3.51151222722643,0.000445564965614517,0.00625099463431029
"1322","ENSG00000143373",57592,"protein_coding","ZNF687",2691.09769733538,-0.698304604770605,0.229016229067427,-3.04914899530989,0.00229490633451918,0.0186505561258132
"1064","ENSG00000134108",55207,"protein_coding","ARL8B",6117.79167056075,-0.697866605069333,0.216202628507191,-3.22783589583473,0.0012473050671538,0.0124424832780834
"786","ENSG00000120805",400,"protein_coding","ARL1",6098.47697206051,-0.697759111748698,0.21722544276401,-3.21214266096228,0.00131748934335103,0.0129088319516029
"1330","ENSG00000143443",54964,"protein_coding","C1orf56",422.527881019164,-0.69506507616896,0.252196334485487,-2.75604749603908,0.00585045008890424,0.0345605785165897
"1208","ENSG00000138777",27068,"protein_coding","PPA2",2887.20901048619,-0.694986725172797,0.172981608747541,-4.01769141936413,5.87710894702163e-05,0.00156642960540889
"973","ENSG00000130147",23677,"protein_coding","SH3BP4",5284.92137756653,-0.692450742464641,0.254581196474251,-2.71996028007778,0.00652897583706554,0.0371367268570808
"766","ENSG00000119844",54812,"protein_coding","AFTPH",4049.95255621114,-0.692043852133605,0.23780350145261,-2.91014996796217,0.00361255368081164,0.0251656338108812
"387","ENSG00000101751",11201,"protein_coding","POLI",1217.21657951339,-0.691326843296766,0.259570479909407,-2.66334925118622,0.00773670686652568,0.0415576144241718
"406","ENSG00000102897",57149,"protein_coding","LYRM1",1336.97856014644,-0.690231742512853,0.190241008659435,-3.62819639875065,0.000285408116633491,0.0046726174173977
"2638","ENSG00000186834",10614,"protein_coding","HEXIM1",2328.78925224962,-0.688343184531148,0.22820068141151,-3.01639408030457,0.00255800569882203,0.0199615514868077
"1945","ENSG00000166971",64400,"protein_coding","AKTIP",1381.85487763948,-0.684221960325596,0.191017528815021,-3.58198519565284,0.000340993120711972,0.00522024883482725
"266","ENSG00000086061",3301,"protein_coding","DNAJA1",12286.3396885275,-0.684084599016877,0.220832021683248,-3.0977599797465,0.00194989282851112,0.0167876401515668
"2823","ENSG00000197586",955,"protein_coding","ENTPD6",3494.48831859287,-0.683743463497297,0.231964731198782,-2.94761820024856,0.00320232301855516,0.023310209087205
"1472","ENSG00000149792",740,"protein_coding","MRPL49",3346.75029865757,-0.68350056053669,0.20792166562085,-3.28729840873375,0.0010115358315104,0.0108716031594291
"447","ENSG00000105176",8725,"protein_coding","URI1",5141.79166345184,-0.682078250517765,0.239575596964311,-2.84702723967071,0.00441295861516606,0.0287625789606993
"6378","ENSG00000267278",NA,"lncRNA","MAP3K14-AS1",225.143859132095,-0.681849942017927,0.245164287838584,-2.78119602177482,0.00541590243610426,0.0329870004638378
"80","ENSG00000027001",4285,"protein_coding","MIPEP",1185.36567069217,-0.681657438070802,0.22801560837759,-2.98952094955706,0.00279415285966575,0.0212654664740329
"2378","ENSG00000178971",80169,"protein_coding","CTC1",1266.76665417002,-0.680518449697149,0.20398333085524,-3.33614735500172,0.000849481247326861,0.00970069575172954
"1760","ENSG00000163041",3020,"protein_coding","H3-3A",2127.82729632286,-0.680455894976338,0.21952172841075,-3.0997200136067,0.0019370365503033,0.0167117054728876
"508","ENSG00000107175",10488,"protein_coding","CREB3",3054.11853146012,-0.679987424591804,0.251403950449841,-2.70476030060423,0.00683536927639275,0.0382794564850772
"1102","ENSG00000135002",55312,"protein_coding","RFK",1176.4457628365,-0.67963729733635,0.246356575330504,-2.7587544453586,0.00580221155432451,0.0344215900234421
"1813","ENSG00000163875",64769,"protein_coding","MEAF6",4290.55268110931,-0.675966520450193,0.199259730595048,-3.39238901122448,0.00069285995464054,0.00851214890531349
"1219","ENSG00000139531",6821,"protein_coding","SUOX",1351.33909480626,-0.673875939350215,0.17876099600804,-3.76970342747422,0.000163441645718195,0.00318356644158462
"1399","ENSG00000145916",64777,"protein_coding","RMND5B",2122.86896298176,-0.671913435734192,0.221730966794607,-3.03030941256209,0.00244303319688947,0.0193933325484651
"814","ENSG00000122779",8805,"protein_coding","TRIM24",2457.07545214447,-0.670663394860079,0.18546169100624,-3.61618289589258,0.000298979170669223,0.00481858211828571
"754","ENSG00000119446",92400,"protein_coding","RBM18",2060.19345598783,-0.670111116765272,0.199721823202391,-3.35522230881201,0.000793012286683777,0.0092630795694078
"256","ENSG00000084092",84273,"protein_coding","NOA1",1303.69695568503,-0.669027472313579,0.136979503043133,-4.88414293708534,1.03879700317314e-06,8.45145282363267e-05
"1804","ENSG00000163743",25898,"protein_coding","RCHY1",1139.36805570476,-0.668662343357255,0.199319484619232,-3.35472643146067,0.0007944350640612,0.00927388451035352
"2153","ENSG00000171823",144699,"protein_coding","FBXL14",554.907408119339,-0.666654627595953,0.226755814650166,-2.93996706820707,0.00328247132140047,0.0236594569841623
"2438","ENSG00000181610",51649,"protein_coding","MRPS23",2751.3078561859,-0.666311112314105,0.255365975557076,-2.60923997748941,0.00907435805125727,0.0462101925932196
"6500","ENSG00000269982",NA,"lncRNA","",162.986347281318,-0.664165260947235,0.245908901918242,-2.70085895942088,0.00691606603141833,0.0385614922134834
"2451","ENSG00000182093",7485,"protein_coding","GET1",815.070915125854,-0.663228235934228,0.219971168444348,-3.01506893209972,0.00256920857521073,0.0200196256648896
"2207","ENSG00000173409",64801,"protein_coding","ARV1",1077.05662150638,-0.6627639607454,0.174318657397295,-3.80202538638692,0.000143518017305423,0.00292707627850831
"1906","ENSG00000165782",90809,"protein_coding","PIP4P1",1554.61727295428,-0.659884310075161,0.228445790657738,-2.8885816113102,0.00386983593709515,0.0263760429281214
"2407","ENSG00000180425",54494,"protein_coding","C11orf71",373.585508009448,-0.659043795693423,0.226453822384403,-2.91027896440054,0.00361106287121268,0.0251646576972371
"512","ENSG00000107341",54926,"protein_coding","UBE2R2",5578.60601446206,-0.658534453747424,0.171521723586573,-3.83936471705894,0.000123353075421396,0.00261752978152167
"136","ENSG00000063322",55588,"protein_coding","MED29",3959.87304862989,-0.657614792189519,0.224862549592269,-2.92451897117566,0.00344989050324025,0.0244716961606203
"250","ENSG00000082458",1741,"protein_coding","DLG3",3154.41123492564,-0.652341866506096,0.244406557065973,-2.66908496374755,0.00760582076924751,0.0410379515643934
"2883","ENSG00000198876",25853,"protein_coding","DCAF12",4038.60796850895,-0.651628067055322,0.201575573991619,-3.23267375184265,0.00122637531567534,0.0123106672986785
"173","ENSG00000070540",55062,"protein_coding","WIPI1",1803.78982136366,-0.649949489796952,0.197296088990565,-3.29428471249642,0.000986724983053857,0.0107049066451969
"1885","ENSG00000165312",220213,"protein_coding","OTUD1",854.059301900535,-0.64951654177606,0.212222502551923,-3.06054510697869,0.00220934478659682,0.0182416586390806
"311","ENSG00000093183",9117,"protein_coding","SEC22C",2863.33372326406,-0.649505389649225,0.220850565665561,-2.94092699147887,0.00327231650688703,0.023629253733444
"4416","ENSG00000234390",NA,"lncRNA","USP27X-DT",79.1018309979753,-0.648484535207361,0.205480902687774,-3.15593579123373,0.00159984074793868,0.0146650100737248
"1572","ENSG00000155096",51582,"protein_coding","AZIN1",13432.9846450107,-0.644502319258888,0.246994472409098,-2.60937952567374,0.00907065791401594,0.0462051750091678
"7720","ENSG00000288670",NA,"lncRNA","",303.937850319877,-0.644236352032277,0.203400512465787,-3.16732905056294,0.0015384613222793,0.0143100713406818
"890","ENSG00000125868",11034,"protein_coding","DSTN",24501.6425534663,-0.643860890403921,0.243219481757389,-2.64724225934405,0.00811511941931244,0.0429159210619387
"1843","ENSG00000164414",10559,"protein_coding","SLC35A1",616.381158431406,-0.643430023343286,0.229599048133859,-2.80240719015594,0.00507228084162529,0.0316006234276277
"2084","ENSG00000170471",57148,"protein_coding","RALGAPB",6040.25621695892,-0.641742309331091,0.222894255737978,-2.87913345817888,0.00398769544290488,0.0269183890567974
"1489","ENSG00000150773",120379,"protein_coding","PIH1D2",76.7594185561966,-0.641703274994323,0.23744601069171,-2.70252287298894,0.00688154495153978,0.0384553281320149
"2135","ENSG00000171503",2110,"protein_coding","ETFDH",1075.07482357364,-0.64000144425037,0.178983340802242,-3.5757598521837,0.000349212110786448,0.00531067601309877
"269","ENSG00000086232",27102,"protein_coding","EIF2AK1",11676.293755101,-0.639915847175068,0.177398365132858,-3.60722516634142,0.00030948907400138,0.00492359047529615
"6251","ENSG00000264522",56957,"protein_coding","OTUD7B",3503.94977667881,-0.637646697085908,0.20661714806281,-3.08612669889368,0.00202782395302489,0.0172611744878363
"1342","ENSG00000143742",6726,"protein_coding","SRP9",9418.22726358322,-0.637467177737237,0.230969825414307,-2.75995869414443,0.00578086701484735,0.0343827416474502
"1921","ENSG00000166167",8945,"protein_coding","BTRC",1842.08732651513,-0.63651370003937,0.231304328560691,-2.75184517298109,0.00592605309501994,0.0348621077402326
"1847","ENSG00000164494",57107,"protein_coding","PDSS2",1167.57445779704,-0.633815810630511,0.231733292541816,-2.73510898532691,0.00623596254381966,0.0359729175457432
"2379","ENSG00000178977",284029,"lncRNA","LINC00324",133.35626481673,-0.633745992308097,0.217534065458663,-2.91331838520034,0.00357609785535849,0.0249873788433857
"1080","ENSG00000134461",54522,"protein_coding","ANKRD16",456.18025492188,-0.633463465616842,0.241694668797149,-2.62092444475264,0.00876916942575556,0.0452697133752429
"2117","ENSG00000171160",118812,"protein_coding","MORN4",349.021577581126,-0.632277638028795,0.242360599947713,-2.60883014056411,0.00908523271934448,0.0462541250974469
"1169","ENSG00000137494",338699,"protein_coding","ANKRD42",554.655872549133,-0.630264570429651,0.221279682629941,-2.84827130506907,0.00439574336274502,0.0287106378935329
"908","ENSG00000126581",8678,"protein_coding","BECN1",2135.40631759649,-0.629927886758109,0.23778817037048,-2.64911364504241,0.00807031885470847,0.0427153723244527
"2632","ENSG00000186591",7328,"protein_coding","UBE2H",10183.8660603483,-0.627089638895749,0.184661319403575,-3.39589060080987,0.000684056943639814,0.00843033322030571
"992","ENSG00000131069",55902,"protein_coding","ACSS2",2339.56325107838,-0.625634873025222,0.214966740394815,-2.9103798656302,0.00360989714749302,0.0251646576972371
"1743","ENSG00000162851",64216,"protein_coding","TFB2M",1181.14068739312,-0.624221987324677,0.199896648962984,-3.12272362024572,0.00179185925732517,0.0158669818551451
"728","ENSG00000117533",8674,"protein_coding","VAMP4",1280.11070362571,-0.623152447944014,0.184026547918348,-3.38620951701222,0.000708652567452105,0.00864630385343823
"938","ENSG00000128513",25913,"protein_coding","POT1",1452.95468043964,-0.623110949021799,0.178007607177894,-3.50047370952573,0.000464432046919306,0.00644671196311787
"2710","ENSG00000188554",4077,"protein_coding","NBR1",7686.04531435484,-0.622265153235204,0.217187364476539,-2.8651075293214,0.00416867660660371,0.0277083888182782
"2742","ENSG00000189241",7259,"protein_coding","TSPYL1",4536.52270373756,-0.621824836821603,0.209921501358632,-2.96217792268583,0.00305471209509914,0.0225797822034486
"5095","ENSG00000248008",100506668,"lncRNA","NRAV",899.518191938338,-0.621807222767272,0.231771912955783,-2.68284113824395,0.00729996576308308,0.039868685939195
"526","ENSG00000107959",10531,"protein_coding","PITRM1",4084.85978921657,-0.621746758479638,0.198038251277116,-3.13952862373857,0.00169219881891535,0.0152637890076068
"2462","ENSG00000182359",143879,"protein_coding","KBTBD3",252.216913640888,-0.621595356153135,0.229190928530675,-2.71212896661371,0.00668525771198581,0.0377376265511309
"1734","ENSG00000162735",5824,"protein_coding","PEX19",3220.53114495531,-0.621022957313307,0.175669183743354,-3.53518439648811,0.000407490692436785,0.00587612932723664
"655","ENSG00000114315",3280,"protein_coding","HES1",3080.49468285187,-0.620527971375836,0.226196553757275,-2.74331311007376,0.00608226592859521,0.0354231623993927
"159","ENSG00000067082",1316,"protein_coding","KLF6",11046.2989509293,-0.618638655135881,0.240872804081631,-2.56832089240854,0.0102192507035192,0.0499396353723977
"1204","ENSG00000138757",9908,"protein_coding","G3BP2",8473.45465931721,-0.616736606337922,0.229498827526397,-2.68731920326253,0.00720280835852458,0.0395798621228938
"1109","ENSG00000135124",5025,"protein_coding","P2RX4",1601.98097939701,-0.612903109550574,0.230446105174758,-2.65963752820114,0.00782247864859557,0.0418784752788383
"195","ENSG00000073969",4905,"protein_coding","NSF",2600.72560667637,-0.612399233998621,0.180914305660055,-3.38502381978207,0.000711720780760586,0.00867238055353204
"2049","ENSG00000169762",202018,"protein_coding","TAPT1",1510.8150071107,-0.611915864921372,0.219278521631165,-2.79058733326667,0.00526125042464405,0.032318614131732
"916","ENSG00000127125",79717,"protein_coding","PPCS",2972.57386359758,-0.611340084624515,0.210241620984692,-2.90779761762314,0.0036398381147966,0.0252811198458433
"2797","ENSG00000196981",54554,"protein_coding","WDR5B",632.613225293879,-0.611146674346526,0.180819800782301,-3.37986587587451,0.000725212106734558,0.00877935462025442
"1036","ENSG00000132823",51526,"protein_coding","OSER1",2306.23372222323,-0.610580066023348,0.140848067247035,-4.33502623044478,1.45742742722965e-05,0.000590289791232947
"6746","ENSG00000273820",389856,"protein_coding","USP27X",306.873982607278,-0.609378971706382,0.187839345829261,-3.24414977605536,0.00117801785003596,0.0119834291913841
"6240","ENSG00000264364",140735,"protein_coding","DYNLL2",7892.56365067615,-0.606313714947233,0.185340287144278,-3.27135413616386,0.00107033786981945,0.0113046852905931
"450","ENSG00000105221",208,"protein_coding","AKT2",7207.29958950988,-0.606279069151253,0.215583941395739,-2.81226451852613,0.00491940292670914,0.0309326344676065
"849","ENSG00000124333",6845,"protein_coding","VAMP7",2806.57287453793,-0.6042323264874,0.225844003052355,-2.67544109350261,0.00746309871251482,0.0405083735215917
"1074","ENSG00000134291",79022,"protein_coding","TMEM106C",3549.49305715863,-0.601573959328482,0.224020144361264,-2.68535653810829,0.00724524714283802,0.0396843156014156
"7146","ENSG00000280088",NA,"TEC","",359.052490472804,-0.601540917964198,0.162892544701982,-3.69286954823341,0.000221737782281887,0.00392512743153809
